date,Sentiment_Ratio,growth_rate,3h_avg_growth_rate,prediction,decision
2021-02-05 10:00:00,0.45454545454545453,0.0,0.0,,short
2021-02-05 11:00:00,0.36363636363636365,-0.19999999999999996,0.0,,short
2021-02-05 12:00:00,0.4892086330935252,0.3453237410071943,0.04844124700239812,,long
2021-02-05 13:00:00,0.3511450381679389,-0.28221823080377195,-0.0456314965988592,,short
2021-02-05 14:00:00,0.39375,0.12133152173913042,0.061479010647517596,,long
2021-02-05 15:00:00,0.3087248322147651,-0.2159369340577394,-0.12560788104079365,,short
2021-02-05 16:00:00,0.37748344370860926,0.2227181111431038,0.04270423294149828,,long
2021-02-05 17:00:00,0.3446327683615819,-0.08702547328773913,-0.026748098734124908,,short
2021-02-05 18:00:00,0.3880597014925373,0.12600929777342795,0.08723397854293087,,long
2021-02-05 19:00:00,0.44360902255639095,0.14314632735685362,0.06071005061418081,,long
2021-02-05 20:00:00,0.30701754385964913,-0.3079096045197739,-0.012917993129830774,,short
2021-02-05 21:00:00,0.328,0.06834285714285726,-0.03214014000668767,,short
2021-02-05 22:00:00,0.34951456310679613,0.06559318020364668,-0.05799118905775665,,short
2021-02-05 23:00:00,0.35443037974683544,0.014064697609001309,0.04933357831850175,,long
2021-02-06 00:00:00,0.45528455284552843,0.28455284552845517,0.12140357444703438,long,long
2021-02-06 01:00:00,0.3888888888888889,-0.14583333333333326,0.05092806993470774,long,long
2021-02-06 02:00:00,0.42857142857142855,0.1020408163265305,0.0802534428405508,long,long
2021-02-06 03:00:00,0.4,-0.06666666666666654,-0.03681972789115643,short,short
2021-02-06 04:00:00,0.39759036144578314,-0.006024096385542244,0.009783351091440573,long,long
2021-02-06 05:00:00,0.3287671232876712,-0.17310087173100874,-0.08193054492773917,short,short
2021-02-06 06:00:00,0.3917525773195876,0.1915807560137457,0.004151929299064901,,long
2021-02-06 07:00:00,0.4470588235294118,0.14117647058823546,0.053218784956990804,,long
2021-02-06 08:00:00,0.41566265060240964,-0.07022828154724159,0.08750964835157986,,long
2021-02-06 09:00:00,0.3761467889908257,-0.09506714532641936,-0.008039652095141828,,short
2021-02-06 10:00:00,0.3987341772151899,0.060049397962333995,-0.03508200963710898,,short
2021-02-06 11:00:00,0.35051546391752575,-0.12092947144493549,-0.05198240626967362,,short
2021-02-06 12:00:00,0.3951219512195122,0.12725968436154966,0.02212653695964939,,long
2021-02-06 13:00:00,0.3791208791208791,-0.04049654049654061,-0.011388775859975478,,short
2021-02-06 14:00:00,0.42045454545454547,0.10902503293807642,0.06526272560102848,,long
2021-02-06 15:00:00,0.3829787234042553,-0.0891316848763658,-0.0068677308116099995,,short
2021-02-06 16:00:00,0.3561643835616438,-0.0700152207001522,-0.01670729087948053,,short
2021-02-06 17:00:00,0.35502958579881655,-0.003186162949476601,-0.0541110228419982,,short
2021-02-06 18:00:00,0.3918918918918919,0.10382882882882893,0.01020914839306671,,long
2021-02-06 19:00:00,0.3434343434343434,-0.12365029606408917,-0.007669210061578946,,short
2021-02-06 20:00:00,0.35514018691588783,0.03408466190214399,0.004754398222294583,,long
2021-02-06 21:00:00,0.2564102564102564,-0.2780026990553307,-0.12252277773909197,,short
2021-02-06 22:00:00,0.33070866141732286,0.28976377952755916,0.015281914124790815,,long
2021-02-06 23:00:00,0.3783783783783784,0.14414414414414423,0.05196840820545756,,long
2021-02-07 00:00:00,0.47093023255813954,0.24460132890365438,0.2261697508584526,long,long
2021-02-07 01:00:00,0.4536082474226804,-0.0367824869543083,0.11732099536449676,long,long
2021-02-07 02:00:00,0.3473684210526316,-0.23421052631578942,-0.008797228122147782,short,short
2021-02-07 03:00:00,0.42857142857142855,0.23376623376623362,-0.012408926501288034,short,short
2021-02-07 04:00:00,0.3333333333333333,-0.2222222222222222,-0.07422217159059268,short,short
2021-02-07 05:00:00,0.28431372549019607,-0.1470588235294118,-0.04517160399513346,short,short
2021-02-07 06:00:00,0.36893203883495146,0.2976230331436225,-0.023886004202670508,,short
2021-02-07 07:00:00,0.4230769230769231,0.14676113360323884,0.09910844773914984,,long
2021-02-07 08:00:00,0.3310344827586207,-0.21755485893416926,0.07560976927089735,,long
2021-02-07 09:00:00,0.3497536945812808,0.05654761904761907,-0.004748702094437118,,short
2021-02-07 10:00:00,0.5050505050505051,0.4440176412007397,0.09433680043806318,,long
2021-02-07 11:00:00,0.29365079365079366,-0.4185714285714286,0.027331277225643397,,long
2021-02-07 12:00:00,0.31007751937984496,0.05593966059082334,0.027128624406711488,,long
2021-02-07 13:00:00,0.30697674418604654,-0.009999999999999898,-0.12421058932686839,,short
2021-02-07 14:00:00,0.34057971014492755,0.10946420729029427,0.0518012892937059,,long
2021-02-07 15:00:00,0.47668393782383417,0.39962517914232154,0.16636312881087198,,long
2021-02-07 16:00:00,0.3548387096774194,-0.255610098176718,0.08449309608529927,,long
2021-02-07 17:00:00,0.3141025641025641,-0.11480186480186483,0.009737738721246244,,long
2021-02-07 18:00:00,0.4418604651162791,0.40673943996203143,0.012109158994482875,,long
2021-02-07 19:00:00,0.527027027027027,0.1927453769559031,0.1615609840386899,,long
2021-02-07 20:00:00,0.4032258064516129,-0.23490488006617039,0.12152664561725472,,long
2021-02-07 21:00:00,0.32673267326732675,-0.18970297029702965,-0.07728749113576565,,short
2021-02-07 22:00:00,0.4152542372881356,0.270929635336415,-0.05122607167559501,,short
2021-02-07 23:00:00,0.3176470588235294,-0.23505402160864353,-0.05127578552308606,,short
2021-02-08 00:00:00,0.5188679245283019,0.6334730957372467,0.22311623648833942,long,long
2021-02-08 01:00:00,0.34523809523809523,-0.3346320346320346,0.021262346498856204,long,long
2021-02-08 02:00:00,0.38461538461538464,0.11405835543766596,0.13763313884762604,long,long
2021-02-08 03:00:00,0.5079365079365079,0.3206349206349204,0.033353747146850576,long,long
2021-02-08 04:00:00,0.5679012345679012,0.11805555555555558,0.18424961054271397,long,long
2021-02-08 05:00:00,0.39622641509433965,-0.3022969647251845,0.04546450382176381,long,long
2021-02-08 06:00:00,0.45454545454545453,0.1471861471861471,-0.012351753994493953,,short
